transaction_id,investor_id,investor_name,state,kyc_status,scheme_code,scheme_name,transaction_type,transaction_date,amount,units
TX0000075,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,119551,SBI Bluechip Direct,sip,2023-09-11,1000.0,8.074
TX0000076,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,119092,Axis Bluechip Direct,SIP,2023-08-12,5000.0,42.8159
TX0000077,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-06-17,2000.0,15.2444
TX0000078,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,125497,HDFC Top 100 Direct,Redemption,2024-02-11,47102.79,257.3119
TX0000079,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2023-11-05,10000.0,63.8597
TX0000080,INV00023,Investor_23,Tamil Nadu,KYC_VERIFIED,119551,SBI Bluechip Direct,LUMPSUM,2024-06-29,214760.63,1601.2201
TX0000081,INV00024,Investor_24,Rajasthan,KYC_PENDING,119092,Axis Bluechip Direct,LUMPSUM,2024-04-15,353947.01,1800.8229
TX0000082,INV00025,Investor_25,Gujarat,KYC_VERIFIED,119092,Axis Bluechip Direct,REDEMPTION,2024-03-22,41373.86,332.188
TX0000083,INV00025,Investor_25,Gujarat,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2024-04-06,122687.86,889.6941
TX0000084,INV00025,Investor_25,Gujarat,KYC_VERIFIED,119551,SBI Bluechip Direct,REDEMPTION,2023-11-29,9501.07,70.8856
TX0000085,INV00025,Investor_25,Gujarat,KYC_VERIFIED,120841,Kotak Bluechip Direct,lumpsum,2023-01-11,258797.0,1840.1011
TX0000086,INV00025,Investor_25,Gujarat,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2024-05-02,323305.55,2957.8204
TX0000087,INV00026,Investor_26,Tamil Nadu,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Purchase,2024-01-13,237156.98,1358.3376
TX0000088,INV00026,Investor_26,Tamil Nadu,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2024-04-09,136187.3,1141.9511
TX0000089,INV00027,Investor_27,Karnataka,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-08-10,369563.72,2099.5459
TX0000090,INV00027,Investor_27,Karnataka,KYC_VERIFIED,120841,Kotak Bluechip Direct,lumpsum,2023-04-13,416481.55,3198.1257
TX0000091,INV00027,Investor_27,Karnataka,KYC_VERIFIED,125497,HDFC Top 100 Direct,redemption,2023-05-10,14078.41,82.9402
TX0000092,INV00027,Investor_27,Karnataka,KYC_VERIFIED,120503,ICICI Bluechip Direct,REDEMPTION,2023-04-16,43699.63,303.3709
TX0000093,INV00027,Investor_27,Karnataka,KYC_VERIFIED,120503,ICICI Bluechip Direct,sip,2023-09-16,5000.0,33.5178
TX0000094,INV00027,Investor_27,Karnataka,KYC_VERIFIED,120841,Kotak Bluechip Direct,sip,2023-06-05,1000.0,9.2151
TX0000095,INV00028,Investor_28,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,Purchase,2023-08-20,388071.08,2991.2525
TX0000096,INV00028,Investor_28,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,Redemption,2023-11-09,28647.16,260.6103
TX0000097,INV00028,Investor_28,Tamil Nadu,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-09-28,330553.64,3074.732
TX0000098,INV00028,Investor_28,Tamil Nadu,KYC_VERIFIED,119551,SBI Bluechip Direct,Redemption,2024-04-06,34623.87,268.797
TX0000099,INV00029,Investor_29,Gujarat,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2023-09-28,394126.19,2038.2304
TX0000100,INV00029,Investor_29,Gujarat,KYC_VERIFIED,119092,Axis Bluechip Direct,SIP,2023-08-19,1000.0,9.3335
TX0000101,INV00029,Investor_29,Gujarat,KYC_VERIFIED,120503,ICICI Bluechip Direct,lumpsum,2023-10-23,220137.57,1569.5988
TX0000102,INV00029,Investor_29,Gujarat,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2024-05-20,22169.06,127.8099
TX0000103,INV00030,Investor_30,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,2023-01-22,499786.64,4804.5705
TX0000104,INV00031,Investor_31,Delhi,KYC_VERIFIED,119092,Axis Bluechip Direct,lumpsum,2023-07-05,498475.79,2531.548
TX0000105,INV00031,Investor_31,Delhi,KYC_VERIFIED,119092,Axis Bluechip Direct,LUMPSUM,2024-02-23,167320.89,1258.2375
TX0000106,INV00031,Investor_31,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,REDEMPTION,2023-10-23,33297.89,321.1921
TX0000107,INV00031,Investor_31,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,LUMPSUM,2023-09-16,162313.62,1071.6626
TX0000108,INV00031,Investor_31,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,redemption,2024-04-18,20955.75,119.3079
TX0000109,INV00031,Investor_31,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,REDEMPTION,2023-02-22,10576.13,73.5416
TX0000110,INV00032,Investor_32,West Bengal,KYC_VERIFIED,120841,Kotak Bluechip Direct,Lumpsum,2023-06-12,-156064.32,0.0
TX0000111,INV00032,Investor_32,West Bengal,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2024-04-17,500.0,2.5871
TX0000112,INV00032,Investor_32,West Bengal,KYC_VERIFIED,118632,Nippon India Large Cap Direct,redemption,2023-10-07,21066.77,144.6112
TX0000113,INV00032,Investor_32,West Bengal,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2023-07-15,46132.47,247.4882
TX0000114,INV00032,Investor_32,West Bengal,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Redemption,2023-12-15,46745.3,364.3895
TX0000115,INV00032,Investor_32,West Bengal,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Purchase,2024-05-16,432765.04,3247.914
TX0000116,INV00033,Investor_33,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2024-01-28,117547.66,673.7394
TX0000117,INV00033,Investor_33,Uttar Pradesh,KYC_VERIFIED,125497,HDFC Top 100 Direct,Redemption,2024-01-31,49426.49,429.0102
TX0000118,INV00033,Investor_33,Uttar Pradesh,KYC_VERIFIED,119551,SBI Bluechip Direct,Sip,2024-05-29,10000.0,54.1994
TX0000119,INV00034,Investor_34,Karnataka,KYC_VERIFIED,119551,SBI Bluechip Direct,Sip,2024-02-24,1000.0,7.905
TX0000120,INV00034,Investor_34,Karnataka,KYC_VERIFIED,120841,Kotak Bluechip Direct,Redemption,2023-03-24,42662.38,309.1456
TX0000121,INV00034,Investor_34,Karnataka,KYC_VERIFIED,118632,Nippon India Large Cap Direct,REDEMPTION,2023-02-06,31064.24,241.2983
TX0000122,INV00034,Investor_34,Karnataka,KYC_VERIFIED,120503,ICICI Bluechip Direct,SIP,2024-03-20,500.0,4.5434
TX0000123,INV00035,Investor_35,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,LUMPSUM,2023-02-27,147390.52,962.6029
TX0000124,INV00036,Investor_36,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2023-03-22,10000.0,80.5912
TX0000125,INV00036,Investor_36,Kerala,KYC_VERIFIED,120841,Kotak Bluechip Direct,Sip,2023-08-26,5000.0,29.9969
TX0000126,INV00037,Investor_37,West Bengal,KYC_PENDING,120841,Kotak Bluechip Direct,Sip,2023-03-17,5000.0,38.4866
TX0000127,INV00037,Investor_37,West Bengal,KYC_PENDING,119092,Axis Bluechip Direct,lumpsum,2024-04-12,422806.66,2850.6227
TX0000128,INV00037,Investor_37,West Bengal,KYC_PENDING,120503,ICICI Bluechip Direct,Redemption,2024-01-03,28953.19,146.3802
TX0000129,INV00037,Investor_37,West Bengal,KYC_PENDING,125497,HDFC Top 100 Direct,Redemption,2023-10-09,900.85,4.5645
TX0000130,INV00037,Investor_37,West Bengal,KYC_PENDING,120841,Kotak Bluechip Direct,REDEMPTION,2023-10-21,38899.18,319.1061
TX0000131,INV00037,Investor_37,West Bengal,KYC_PENDING,120503,ICICI Bluechip Direct,Purchase,2023-09-14,339204.46,1845.1701
TX0000132,INV00038,Investor_38,Karnataka,KYC_PENDING,119551,SBI Bluechip Direct,lumpsum,2024-03-27,17648.9,92.4206
TX0000133,INV00038,Investor_38,Karnataka,KYC_PENDING,118632,Nippon India Large Cap Direct,Redemption,2023-06-29,10439.34,76.4307
TX0000134,INV00038,Investor_38,Karnataka,KYC_PENDING,120841,Kotak Bluechip Direct,lumpsum,2023-06-18,129228.07,715.3551
TX0000135,INV00038,Investor_38,Karnataka,KYC_PENDING,125497,HDFC Top 100 Direct,LUMPSUM,2023-04-28,234697.36,1914.9359
TX0000136,INV00038,Investor_38,Karnataka,KYC_PENDING,125497,HDFC Top 100 Direct,Redemption,2024-01-10,4969.99,44.2332
TX0000137,INV00038,Investor_38,Karnataka,KYC_PENDING,118632,Nippon India Large Cap Direct,lumpsum,2024-01-26,411386.23,3334.2432
TX0000138,INV00039,Investor_39,Maharashtra,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Purchase,2023-08-15,324178.54,1905.7251
TX0000139,INV00039,Investor_39,Maharashtra,KYC_VERIFIED,125497,HDFC Top 100 Direct,Redemption,2023-04-30,7418.96,49.7041
TX0000140,INV00039,Investor_39,Maharashtra,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2023-05-19,194934.27,1149.0487
TX0000141,INV00039,Investor_39,Maharashtra,KYC_VERIFIED,120841,Kotak Bluechip Direct,Redemption,2023-06-08,44327.98,274.3659
TX0000142,INV00039,Investor_39,Maharashtra,KYC_VERIFIED,118632,Nippon India Large Cap Direct,sip,2024-01-15,1000.0,5.3895
TX0000143,INV00040,Investor_40,Karnataka,KYC_REJECTED,120841,Kotak Bluechip Direct,LUMPSUM,2023-03-04,199671.68,1080.4551
TX0000144,INV00040,Investor_40,Karnataka,KYC_REJECTED,119092,Axis Bluechip Direct,SIP,2023-08-06,10000.0,74.9901
TX0000145,INV00040,Investor_40,Karnataka,KYC_REJECTED,120503,ICICI Bluechip Direct,Purchase,2023-07-30,35236.47,289.7852
TX0000146,INV00041,Investor_41,Tamil Nadu,KYC_VERIFIED,120841,Kotak Bluechip Direct,sip,2023-10-11,1000.0,5.5601
TX0000147,INV00041,Investor_41,Tamil Nadu,KYC_VERIFIED,119551,SBI Bluechip Direct,sip,2023-05-15,500.0,3.1469
TX0000148,INV00042,Investor_42,Maharashtra,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2024-06-22,6125.64,44.974
TX0000149,INV00043,Investor_43,Kerala,KYC_VERIFIED,120503,ICICI Bluechip Direct,Purchase,2023-02-14,363894.26,2795.6806
TX0000150,INV00043,Investor_43,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,sip,2023-03-04,5000.0,45.1279
TX0000151,INV00043,Investor_43,Kerala,KYC_VERIFIED,125497,HDFC Top 100 Direct,REDEMPTION,2023-03-17,45013.7,399.6984
TX0000152,INV00043,Investor_43,Kerala,KYC_VERIFIED,120841,Kotak Bluechip Direct,Purchase,2023-11-29,191071.3,1269.112
TX0000153,INV00043,Investor_43,Kerala,KYC_VERIFIED,119092,Axis Bluechip Direct,SIP,2023-04-28,10000.0,68.8916
TX0000154,INV00044,Investor_44,Tamil Nadu,KYC_VERIFIED,119092,Axis Bluechip Direct,Redemption,2023-04-08,15971.14,81.7527
TX0000155,INV00044,Investor_44,Tamil Nadu,KYC_VERIFIED,125497,HDFC Top 100 Direct,REDEMPTION,2023-03-10,5015.63,28.7496
TX0000156,INV00044,Investor_44,Tamil Nadu,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Sip,2023-03-03,10000.0,59.8798
TX0000157,INV00044,Investor_44,Tamil Nadu,KYC_VERIFIED,119092,Axis Bluechip Direct,LUMPSUM,2024-03-09,434177.98,2712.917
TX0000158,INV00045,Investor_45,Telangana,KYC_VERIFIED,120503,ICICI Bluechip Direct,Sip,2024-05-08,1000.0,6.4256
TX0000159,INV00045,Investor_45,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-08-20,403803.46,2220.6198
TX0000160,INV00045,Investor_45,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,redemption,2023-01-27,30645.25,297.8294
TX0000161,INV00045,Investor_45,Telangana,KYC_VERIFIED,118632,Nippon India Large Cap Direct,lumpsum,2023-12-14,176160.69,1062.9092
TX0000162,INV00045,Investor_45,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,Sip,2023-02-01,500.0,3.5215
TX0000163,INV00046,Investor_46,Telangana,KYC_VERIFIED,125497,HDFC Top 100 Direct,LUMPSUM,2023-03-28,441787.75,4208.4543
TX0000164,INV00046,Investor_46,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2024-03-29,331307.41,2602.2309
TX0000165,INV00046,Investor_46,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-12-20,5000.0,31.3847
TX0000166,INV00047,Investor_47,Uttar Pradesh,KYC_VERIFIED,120503,ICICI Bluechip Direct,Redemption,2023-02-26,880.51,7.7426
TX0000167,INV00048,Investor_48,Gujarat,KYC_VERIFIED,119551,SBI Bluechip Direct,REDEMPTION,2024-03-16,9196.89,61.3019
TX0000168,INV00049,Investor_49,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,Redemption,2023-01-20,23257.84,162.7237
TX0000169,INV00049,Investor_49,Telangana,KYC_VERIFIED,119092,Axis Bluechip Direct,Redemption,2023-10-24,6201.08,34.4252
TX0000170,INV00049,Investor_49,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,REDEMPTION,2024-01-06,4862.43,30.603
TX0000171,INV00049,Investor_49,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2024-02-10,2000.0,11.2415
TX0000172,INV00049,Investor_49,Telangana,KYC_VERIFIED,119551,SBI Bluechip Direct,redemption,2023-04-27,26764.94,198.0974
TX0000173,INV00049,Investor_49,Telangana,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-08-30,500.0,3.1203
TX0000174,INV00050,Investor_50,Karnataka,KYC_VERIFIED,119092,Axis Bluechip Direct,REDEMPTION,2024-04-04,34216.11,172.2404
TX0000175,INV00050,Investor_50,Karnataka,KYC_VERIFIED,118632,Nippon India Large Cap Direct,LUMPSUM,2023-06-04,220441.65,1227.1781
TX0000176,INV00050,Investor_50,Karnataka,KYC_VERIFIED,120841,Kotak Bluechip Direct,sip,2023-12-27,10000.0,96.3756
TX0000177,INV00050,Investor_50,Karnataka,KYC_VERIFIED,118632,Nippon India Large Cap Direct,lumpsum,2023-03-20,322688.57,2024.2937
TX0000178,INV00050,Investor_50,Karnataka,KYC_VERIFIED,119092,Axis Bluechip Direct,REDEMPTION,2023-02-12,22761.82,172.2388
TX0000179,INV00050,Investor_50,Karnataka,KYC_VERIFIED,119092,Axis Bluechip Direct,redemption,2023-06-04,47907.26,260.7372
TX0000180,INV00051,Investor_51,Karnataka,KYC_VERIFIED,119551,SBI Bluechip Direct,Lumpsum,2024-03-24,495502.03,3632.9846
TX0000181,INV00051,Investor_51,Karnataka,KYC_VERIFIED,118632,Nippon India Large Cap Direct,Redemption,2024-02-23,38836.01,238.1282
TX0000182,INV00052,Investor_52,Telangana,KYC_VERIFIED,120841,Kotak Bluechip Direct,Redemption,2023-10-18,12973.79,80.9495
TX0000183,INV00053,Investor_53,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,Sip,2023-12-25,2000.0,14.3682
TX0000184,INV00053,Investor_53,Delhi,KYC_VERIFIED,120841,Kotak Bluechip Direct,SIP,2023-11-14,10000.0,55.1516
TX0000185,INV00053,Investor_53,Delhi,KYC_VERIFIED,125497,HDFC Top 100 Direct,redemption,2023-04-06,32478.23,238.3552
TX0000186,INV00053,Investor_53,Delhi,KYC_VERIFIED,120503,ICICI Bluechip Direct,Lumpsum,2023-12-16,473886.47,4165.7956
TX0000187,INV00053,Investor_53,Delhi,KYC_VERIFIED,119551,SBI Bluechip Direct,lumpsum,2023-04-14,254337.17,1666.1114
TX0000188,INV00054,Investor_54,Telangana,KYC_PENDING,120503,ICICI Bluechip Direct,Purchase,2024-01-21,77972.13,479.9051
TX0000189,INV00054,Investor_54,Telangana,KYC_PENDING,120503,ICICI Bluechip Direct,REDEMPTION,2023-02-14,20837.5,144.2842
TX0000190,INV00054,Investor_54,Telangana,KYC_PENDING,118632,Nippon India Large Cap Direct,REDEMPTION,2023-08-28,26933.55,183.3442
